sender,recipient,amount_eth,risk
0x0A8CD7,0x0F2589,0.9358,safe
0x03A243,0x0AAB5B,0.6878,safe
0x02E45D,0x0CE3F1,3.5992,safe
0x089BB7,0x0DC398,0.9238,safe
0x0C704B,0x049475,0.0288,safe
0x0EC507,0x0A561E,4.4422,safe
0x0E65E4,0x0E7C11,1.9151,safe
0x04D2E3,0x0C4C21,2.2276,safe
0x054DA8,0x07DAA5,4.68,safe
0x01CC4D,0x0EB791,1.3569,safe
0x07D693,0x0D4213,2.2471,safe
0x062571,0x0A4F80,4.0987,safe
0x0AD405,0x0608E0,1.9356,safe
0x0E497F,0x0307F7,4.5848,safe
0x0792B7,0x0445A3,4.7369,safe
0x023DB5,0x0414B2,4.2062,safe
0x03F08B,0x0B5074,0.3201,safe
0x0416DC,0x081839,2.6494,safe
0x01F6CE,0x0E9772,0.9049,safe
0x0C2D41,0x09CF83,4.1156,safe
0x008C96,0x04211D,1.8174,safe
0x0EB583,0x03B1AC,4.1166,safe
0x0190E4,0x0719EF,4.9488,safe
0x045F3B,0x06A2B4,1.113,safe
0x034BE4,0x04769C,1.8984,safe
0x0831F0,0x0A2A5D,1.3683,safe
0x05F046,0x0AB3A7,0.8742,safe
0x08FA15,0x0EBF5B,0.0447,safe
0x060408,0x0232F5,4.5192,safe
0x015E33,0x086728,2.2344,safe
0x013F50,0x0A491B,2.955,safe
0x09295E,0x04E854,0.8707,safe
0x061539,0x0E51AF,4.7344,safe
0x07C3B7,0x0409FF,3.4162,safe
0x093C66,0x0D3A14,0.2796,safe
0x0DE2EE,0x01ED14,3.2474,safe
0x0C3BDE,0x0DF43C,1.6871,safe
0x09007A,0x0DE246,4.5691,safe
0x0E2E44,0x0A75F3,4.5122,safe
0x0A698F,0x02F970,0.0727,safe
0x0CBFB5,0x09EF6A,4.739,safe
0x038D7E,0x017690,4.8558,safe
0x031E55,0x04F25A,2.5521,safe
0x0D110D,0x0E5406,3.6118,safe
0x055693,0x096449,1.5712,safe
0x0D86BF,0x0976C9,3.1521,safe
0x0132C4,0x026214,2.4617,safe
0x0E36FB,0x0DA6C1,3.9113,safe
0x0CEAF2,0x0286E1,4.9155,safe
0x0AD24D,0x04B30B,2.6807,safe
0x0F2BAD,0x02C424,3.5435,safe
0x0C17E2,0x043DC0,4.3308,safe
0x0B6F09,0x0F3DAA,2.2074,safe
0x0DA345,0x065AC0,2.657,safe
0x00C384,0x05A274,0.3991,safe
0x0CA37B,0x0E8BC0,0.9179,safe
0x071041,0x05B1FB,4.7355,safe
0x064138,0x096C9B,3.3421,safe
0x0126D4,0x056124,3.6324,safe
0x0D8794,0x084BC0,4.9102,safe
0x0C3AE1,0x049F7A,1.2657,safe
0x0CF52C,0x065283,3.3202,safe
0x06F8B2,0x00CF8F,3.0371,safe
0x052EE8,0x02312F,4.5919,safe
0x05F8AA,0x06BF7B,0.5483,safe
0x06F7A8,0x0D5066,2.7009,safe
0x0536A2,0x05A22A,2.2064,safe
0x0D1FF3,0x09F06B,2.9163,safe
0x04E9AA,0x0967D5,2.9776,safe
0x025BE4,0x0EC010,1.469,safe
0x0A10F7,0x098153,0.2634,safe
0x039D14,0x0DEACA,1.2368,safe
0x045FCB,0x07CE95,1.5641,safe
0x0EB175,0x0C271A,2.8085,safe
0x01B114,0x0438C2,0.4923,safe
0x0537ED,0x0778FF,0.6869,safe
0x0D28A5,0x052580,4.9651,safe
0x0A5E79,0x0A2E0A,2.4005,safe
0x0C72A2,0x05BD69,2.1138,safe
0x09E629,0x01F1D8,0.6599,safe
0x05F6D2,0x0BD38F,1.0165,safe
0x09FBC8,0x00CADC,2.2987,safe
0x0A9D10,0x0E1032,1.4748,safe
0x013D5F,0x0A6145,0.746,safe
0x02DE65,0x0E2A8D,0.3427,safe
0x03C490,0x0BA5EA,1.9644,safe
0x07DAC9,0x07F33D,2.6256,safe
0x09E3E5,0x020118,2.8528,safe
0x02B9C6,0x0827BE,0.6291,safe
0x0435AA,0x0CB8FF,3.8663,safe
0x030BD5,0x0258CB,4.7295,safe
0x003457,0x0B32AE,4.5265,safe
0x0BC73C,0x08EF69,1.6637,safe
0x021AC2,0x0BBD92,4.3792,safe
0x02CCB2,0x037DC3,3.7263,safe
0x052904,0x0BB712,4.333,safe
0x0295C1,0x0D5C19,0.3107,safe
0x053321,0x019B9F,1.4194,safe
0x096280,0x053A61,1.2935,safe
0x0086DE,0x0C50AE,2.9603,safe
0x0DDD3D,0x0B1333,4.2572,safe
0x0B609D,0x0B3765,2.4076,safe
0x089A62,0x00D231,4.8976,safe
0x0C3385,0x08B9AB,0.3989,safe
0x0181C2,0x01922F,2.287,safe
0x0D482D,0x078167,0.6262,safe
0x078A17,0x0D4DCA,4.5727,safe
0x0AAF0E,0x02D151,4.4122,safe
0x077F1D,0x022C12,4.2549,safe
0x09C6DD,0x0766A8,2.3111,safe
0x0EC9D1,0x009268,0.1828,safe
0x0782B9,0x05B083,2.162,safe
0x0D1734,0x0B81FF,1.6003,safe
0x07E251,0x009065,1.4351,safe
0x03A843,0x092A70,4.4963,safe
0x0D4CD6,0x0C92A1,3.6546,safe
0x0DEF46,0x075EE5,2.2941,safe
0x02925A,0x0E5373,1.7593,safe
0x0531C6,0x05E4A0,2.4601,safe
0x0EC649,0x01FC2A,4.2596,safe
0x084073,0x05CAFC,1.2108,safe
0x05B869,0x0198BD,0.9208,safe
0x03EA9C,0x017C43,2.0246,safe
0x00066F,0x08EDFF,4.8206,safe
0x08BC7D,0x08E76E,3.9742,safe
0x0E7083,0x0A4FD4,3.314,safe
0x0CA473,0x03824F,4.8798,safe
0x04970B,0x0AE52D,4.8914,safe
0x0EAD2F,0x0B7962,1.8146,safe
0x0634D1,0x072114,0.9924,safe
0x0B5E2B,0x047C19,1.3843,safe
0x0AC189,0x0273FA,2.6379,safe
0x0C39D2,0x027BF5,3.3124,safe
0x099213,0x08DF3B,2.9998,safe
0x01C3DD,0x0227B4,3.4789,safe
0x0CDE4B,0x063CD4,2.6176,safe
0x0D59C9,0x0565DA,2.8596,safe
0x04DAE3,0x097869,4.5535,safe
0x0D9547,0x091F42,3.0752,safe
0x0124F5,0x08E3E2,0.8875,safe
0x0E9E48,0x022C1D,4.2373,safe
0x056576,0x085CBF,0.3128,safe
0x08072D,0x0DDE22,0.1397,safe
0x0CD8F1,0x0AEA9B,1.0517,safe
0x097AFE,0x01D336,3.857,safe
0x096173,0x0B7E8E,0.5413,safe
0x014CD4,0x03126F,4.2621,safe
0x03DA97,0x0EF82A,4.5316,safe
0x043F75,0x0B9595,1.3622,safe
0x02C681,0x0426B7,3.9334,safe
0x0D3392,0x09B65F,2.7735,safe
0x023738,0x094D9A,3.3316,safe
0x076FB2,0x05E540,3.0198,safe
0x041545,0x068B94,0.032,safe
0x0BB0AF,0x0B8FFB,1.6326,safe
0x09949A,0x025C4A,0.6263,safe
0x06B38D,0x0E6451,4.0944,safe
0x057B52,0x09C293,0.0626,safe
0x0ACC70,0x07C978,1.6363,safe
0x097EA8,0x0B82EF,2.1694,safe
0x0C3A0A,0x08B41C,2.8194,safe
0x09FDDD,0x0C03F9,3.0338,safe
0x0349E8,0x007590,0.9645,safe
0x01C738,0x0B2004,2.9537,safe
0x04B5BA,0x04EF2B,3.4005,safe
0x02627C,0x089F4C,3.9816,safe
0x02927B,0x011EE6,3.6568,safe
0x0BA9BA,0x01ECBE,1.9841,safe
0x07A137,0x0BD35A,3.9193,safe
0x0C3D7D,0x010F45,4.0671,safe
0x0AC39D,0x02E06A,2.2806,safe
0x07C9E0,0x004139,3.6924,safe
0x0CDF1B,0x0BCFFA,1.6153,safe
0x047BB0,0x00B949,1.0568,safe
0x0C3A8A,0x08219D,4.6503,safe
0x0F1DF3,0x02CE77,2.3319,safe
0x08026E,0x00D3E2,2.0488,safe
0x026F20,0x08DDCA,2.0437,safe
0x0F369A,0x09B694,2.7268,safe
0x0AD36E,0x0EF6DC,0.2814,safe
0x00D32B,0x00C7AE,1.6604,safe
0x0134CC,0x0BCEAD,1.7666,safe
0x04EBEA,0x001664,4.6862,safe
0x0D1F94,0x0E6E62,2.938,safe
0x0E8690,0x0B7BFE,3.3843,safe
0x02A25B,0x03CA39,1.6275,safe
0x0ED124,0x056F4B,0.3971,safe
0x092D73,0x058CD9,4.5181,safe
0x0E977B,0x0E01B2,2.9373,safe
0x0A2B86,0x059ADA,4.1064,safe
0x02D8E3,0x04F0E7,1.4893,safe
0x015F56,0x055DF0,3.1128,safe
0x061171,0x0F3CEB,0.7664,safe
0x0858A1,0x090E88,1.3239,safe
0x0118E5,0x0562F7,2.213,safe
0x08FEFE,0x03CCF5,3.6767,safe
0x056BC9,0x0E314B,3.6395,safe
0x08BC3B,0x0B36DA,0.1586,safe
0x0311C9,0x0557C4,1.2395,safe
0x035FE0,0x0F1C46,2.8446,safe
0x0D42A8,0x008356,0.5723,safe
0x0C1F82,0x0701CB,3.0086,safe
0x0E8A0E,0x0D19ED,1.011,safe
0x0DDBA5,0x03EF42,3.835,safe
0x08D544,0x068F2A,0.1347,safe
0x0262C3,0x05C507,2.3748,safe
0x04B382,0x09BAB9,2.7226,safe
0x06D088,0x0C4A1E,0.3731,safe
0x03FC8F,0x02B2BE,1.2372,safe
0x019CFD,0x0CDC87,2.662,safe
0x0BC062,0x0869D0,2.1807,safe
0x0B9E43,0x05D559,2.2003,safe
0x09DD92,0x08F49C,2.6083,safe
0x061A44,0x0401E5,2.8122,safe
0x0141C9,0x07BB70,1.937,safe
0x0D71A0,0x01F291,1.2167,safe
0x021B13,0x011023,4.1179,safe
0x014A64,0x04B801,3.7339,safe
0x085F3F,0x071896,1.8504,safe
0x059123,0x03B47C,0.5077,safe
0x0862BC,0x0622B4,2.3477,safe
0x0952F6,0x081B7D,4.014,safe
0x0D372D,0x09BCE0,3.9219,safe
0x0A64ED,0x0A0BC9,4.6289,safe
0x0096F6,0x018E7F,1.7675,safe
0x084C8D,0x0CCD38,1.8446,safe
0x09E894,0x0B5077,2.7088,safe
0x045E82,0x0C5167,2.6172,safe
0x0EC9A1,0x086A9A,1.0408,safe
0x002E3B,0x0493DA,3.802,safe
0x07FE0A,0x069006,3.6757,safe
0x0800AF,0x0E4367,2.059,safe
0x023880,0x0490F9,4.7305,safe
0x025CA2,0x0B3B7A,0.3258,safe
0x02EC2C,0x0285FA,4.773,safe
0x0EE992,0x0E7742,3.8393,safe
0x01E412,0x0079CB,1.7557,safe
0x04E32B,0x0C6980,4.6839,safe
0x05B979,0x0EBCF8,3.7997,safe
0x026862,0x0B2C35,2.3261,safe
0x028056,0x0247B1,2.0127,safe
0x069DBF,0x00F85B,0.6332,safe
0x0A8680,0x0AC27F,1.8577,safe
0x0C490C,0x0A28B6,1.8062,safe
0x05329F,0x0DF082,3.0026,safe
0x08FF1E,0x066ABD,4.3783,safe
0x017120,0x08CBCF,3.1004,safe
0x0F21E7,0x0ACB1A,4.5659,safe
0x0B7A23,0x04D9FE,4.1494,safe
0x05D07C,0x0EA515,0.9993,safe
0x0B93F9,0x09BAA1,2.0473,safe
0x05ABC6,0x0227CB,2.3692,safe
0x07E10D,0x04EDD1,4.2512,safe
0x0A7DC1,0x020FFA,4.6739,safe
0x0736E2,0x0F1D97,4.4001,safe
0x09C61D,0x02BCD5,4.9609,safe
0x058A04,0x0F0705,1.5188,safe
0x067B7A,0x019B17,2.911,safe
0x064515,0x0AF103,1.0227,safe
0x053CE7,0x05C4D8,4.1031,safe
0x081E01,0x07F108,4.9954,safe
0x010795,0x06436D,3.8803,safe
0x09A145,0x06CF5C,1.9013,safe
0x0159BE,0x0A24A2,2.5503,safe
0x0905C5,0x092287,1.6752,safe
0x07AB9C,0x0CC16D,1.4839,safe
0x07234E,0x070481,0.1353,safe
0x0435F7,0x0C1FD8,1.1323,safe
0x08ED6A,0x005757,4.9707,safe
0x0A9C89,0x0C7BB0,0.35,safe
0x0A86AA,0x01131D,1.7094,safe
0x083CD5,0x092E1E,4.7364,safe
0x08C230,0x0BF9F9,0.8988,safe
0x06737D,0x0410A0,1.4953,safe
0x0E3515,0x08833C,0.8945,safe
0x07D3EC,0x0A541A,2.4121,safe
0x077F46,0x029D4B,2.3307,safe
0x02A60D,0x05AEF6,3.9032,safe
0x024AF5,0x0622E9,4.4147,safe
0x017451,0x0426FA,2.516,safe
0x03B1F6,0x08A6C0,1.3636,safe
0x02DA47,0x0AF529,3.1382,safe
0x0173F6,0x0AFEF4,4.8911,safe
0x08E8B3,0x0B99D0,1.4478,safe
0x0B7800,0x041469,0.8516,safe
0x0C61AF,0x0602A8,1.9897,safe
0x08626D,0x03E3F0,0.1838,safe
0x04C281,0x03FE0A,4.4259,safe
0x0070DD,0x023CF3,1.1583,safe
0x0AB8CC,0x07F352,3.5352,safe
0x06F543,0x0A6C3C,1.5442,safe
0x0DD999,0x0242A4,3.9148,safe
0x00CBEE,0x0EDF9C,4.2713,safe
0x08EF72,0x051723,0.925,safe
0x045FF4,0x0B850B,4.531,safe
0x023684,0x03CBE7,2.129,safe
0x021E1B,0x09D3E0,2.0922,safe
0x0E400F,0x016EAB,3.9782,safe
0x05FCCA,0x030B11,0.7732,safe
0x00B43C,0x05283C,0.3143,safe
0x0C33D4,0x023E30,0.9676,safe
0x0ED619,0x0CDA90,3.3422,safe
0x0DDCD2,0x0563AD,1.1009,safe
0x0D31E0,0x028D95,1.0502,safe
0x0F12A6,0x07A00E,2.5251,safe
0x0EF537,0x04BC31,3.0122,safe
0x08E8E5,0x096DFC,0.4351,safe
0x012AA8,0x058902,2.1882,safe
0x064D00,0x0744F9,0.2458,safe
0x03F832,0x042997,1.0415,safe
0x0432BD,0x03C5BE,0.1386,safe
0x0D39F1,0x047C72,0.5311,safe
0x0551B0,0x01B06F,2.7787,safe
0x08F969,0x03A205,2.7651,safe
0x023127,0x051C60,3.6838,safe
0x07A675,0x09A2AA,1.2927,safe
0x0BCDB9,0x0B3B7A,0.6123,safe
0x0865E3,0x0CE118,3.6798,safe
0x08AC2B,0x0C4E5B,3.7697,safe
0x0E76BF,0x0B412D,3.9053,safe
0x092501,0x038C8D,1.7004,safe
0x0EC74A,0x022107,2.1331,safe
0x08AC96,0x05AAE5,3.9152,safe
0x017C09,0x01AC04,1.5388,safe
0x03E57D,0x033A66,2.898,safe
0x038B63,0x067DCB,2.0783,safe
0x06397C,0x0C410C,0.7018,safe
0x0105D1,0x002EF3,0.8979,safe
0x0235DC,0x001CAE,1.6552,safe
0x009175,0x026C56,1.8361,safe
0x0C7034,0x0F2DA3,3.5763,safe
0x050CB1,0x02B808,1.9436,safe
0x01BA46,0x06DE39,1.9889,safe
0x026FF5,0x0396BF,2.2193,safe
0x0368DF,0x0C0AE9,2.8119,safe
0x0779B3,0x09144D,0.5113,safe
0x0B6E2A,0x0160E5,3.0635,safe
0x0D6B12,0x010213,3.3627,safe
0x057EFB,0x047561,3.811,safe
0x02CBAB,0x0EB45D,2.711,safe
0x0D8519,0x0C8261,1.8488,safe
0x0B3227,0x066789,2.6318,safe
0x0CBF47,0x054484,2.9588,safe
0x03E0F6,0x05FCD1,4.3521,safe
0x0CDB08,0x002AA8,1.8874,safe
0x0C4622,0x07BF89,2.0194,safe
0x0844C4,0x0B7FC5,2.614,safe
0x0EF800,0x0398AA,4.334,safe
0x0E4672,0x0CE703,2.6649,safe
0x00E536,0x06C3A1,1.1718,safe
0x0C53E4,0x0185D9,4.334,safe
0x02B6EB,0x033CD1,2.618,safe
0x0094C7,0x0F1AE0,2.2677,safe
0x07B6DC,0x073B56,3.5832,safe
0x0C2003,0x0AACE0,3.7562,safe
0x016AFE,0x012F3D,3.0416,safe
0x07C80F,0x066E9F,1.3177,safe
0x050248,0x04A25B,4.1254,safe
0x0A7A34,0x0A98B3,1.8586,safe
0x07DAE8,0x07B6B9,4.0187,safe
0x0F074C,0x082D8E,3.2013,safe
0x011178,0x0351EF,1.332,safe
0x0A4786,0x00B2EE,1.2961,safe
0x01E8C8,0x0166F5,2.8445,safe
0x03F98B,0x0945D0,1.9882,safe
0x093EA0,0x0D0BE5,1.7451,safe
0x07F7BB,0x0D7825,4.8407,safe
0x0A88B2,0x09F9D3,2.0321,safe
0x04768B,0x089F8C,2.6858,safe
0x0C6346,0x0E0492,3.3259,safe
0x07545E,0x07BDF2,1.5172,safe
0x0354C4,0x07E488,1.2028,safe
0x04264E,0x0E7B12,3.0553,safe
0x05F045,0x025C28,4.7414,safe
0x06C5FB,0x048EE7,1.949,safe
0x07B86D,0x051308,2.6068,safe
0x07D64F,0x09E425,3.8592,safe
0x03847E,0x062B8E,3.1998,safe
0x0CE497,0x010CC7,0.231,safe
0x0B4258,0x0D0C30,2.2872,safe
0x09950E,0x0930E5,2.2276,safe
0x0B4BDB,0x07147D,4.0189,safe
0x036452,0x084154,3.4634,safe
0x0124FD,0x069BBA,0.974,safe
0x0DC767,0x092DA1,2.5681,safe
0x005D5B,0x02BF73,0.6559,safe
0x06A9FD,0x083E78,0.3435,safe
0x095FC6,0x0181DC,2.4099,safe
0x0BBE21,0x0CA0F7,3.7683,safe
0x0820E0,0x0820FE,2.4823,safe
0x023413,0x03B635,2.9746,safe
0x089860,0x021D85,1.7295,safe
0x020E0E,0x0915DA,1.029,safe
0x054F0E,0x03B18E,4.4355,safe
0x038C25,0x02591A,1.3395,safe
0x0B25AF,0x0C9428,3.703,safe
0x0B6BB9,0x0310CB,1.7868,safe
0x03DC3D,0x044AD6,1.4457,safe
0x032647,0x039D86,0.3394,safe
0x01AC28,0x09950B,1.1074,safe
0x0F0116,0x0EFFA0,3.3117,safe
0x043CBE,0x0DA930,4.3561,safe
0x0390E3,0x0CB50E,0.6326,safe
0x06ABCF,0x0549FE,1.1826,safe
0x0CB76D,0x025046,0.0811,safe
0x02A5B8,0x0469FF,3.1526,safe
0x08BD3C,0x0D6C25,1.4267,safe
0x03770B,0x0927ED,0.4949,safe
0x0D2431,0x028B1F,0.7384,safe
0x06515E,0x040100,3.0169,safe
0x0334A9,0x044C57,0.7996,safe
0x0BB0CD,0x0114BA,1.3267,safe
0x07E9C4,0x034EEB,0.8375,safe
0x09308E,0x0D2D45,3.921,safe
0x0966DD,0x0CB020,3.9607,safe
0x01F4FA,0x083749,1.9827,safe
0x054C51,0x0C7ECB,0.7834,safe
0x0A093D,0x0D0445,1.8974,safe
0x0B93EB,0x047542,4.6769,safe
0x06411D,0x0473EC,2.1539,safe
0x02D1BF,0x0E240A,2.7121,safe
0x0524FD,0x0B50AD,3.955,safe
0x09401F,0x0A94E7,0.1006,safe
0x03EA2C,0x005300,4.1664,safe
0x0173D2,0x059568,2.185,safe
0x08B2EF,0x07383E,0.4463,safe
0x0DF354,0x0B13B5,3.6867,safe
0x08E8C5,0x048100,1.9597,safe
0x036C6A,0x09FC20,4.8713,safe
0x00189F,0x04DBDB,4.513,safe
0x084B7E,0x0F09F2,0.7324,safe
0x0D6290,0x069BC6,0.6075,safe
0x07D057,0x06B890,1.5122,safe
0x070A19,0x03281C,2.7654,safe
0x09445F,0x004FC3,4.6106,safe
0x09778D,0x050BDC,4.7866,safe
0x0E98E8,0x0B8672,2.2415,safe
0x010385,0x0F195E,2.908,safe
0x00B4BB,0x01C9C8,3.2561,safe
0x01F1B1,0x061567,2.0197,safe
0x0D92ED,0x0100BC,0.1672,safe
0x068697,0x044299,2.4873,safe
0x048829,0x050810,4.1419,safe
0x0DAA40,0x0C3795,3.9813,safe
0x088516,0x08E947,1.7632,safe
0x09C3F7,0x033F1F,3.7545,safe
0x064937,0x072BE6,4.6006,safe
0x05F395,0x0D5651,3.1842,safe
0x0355E1,0x066DC6,2.1866,safe
0x0B0C0F,0x0BDA55,4.3083,safe
0x07B247,0x0D95FE,1.1171,safe
0x0755E0,0x07DD48,1.5245,safe
0x09858E,0x0E5779,2.2383,safe
0x0DEDF3,0x073890,4.6538,safe
0x089F79,0x0AFAC6,4.1582,safe
0x044AC6,0x09DBA2,0.1172,safe
0x0E3781,0x067BA1,3.7395,safe
0x0AD20C,0x0F27C7,2.7741,safe
0x09E122,0x073151,2.4656,safe
0x0AFA0B,0x00299E,0.4237,safe
0x015722,0x023101,2.8064,safe
0x06D70C,0x059A51,0.612,safe
0x0E86AA,0x01A127,1.7126,safe
0x0428E9,0x07A2BA,0.5991,safe
0x0C3781,0x001A86,4.832,safe
0x0EB805,0x0CBB58,4.829,safe
0x00EE65,0x040B88,1.3202,safe
0x05C031,0x085DD4,0.9685,safe
0x03525A,0x057477,1.5093,safe
0x062F0D,0x0018BA,2.9583,safe
0x0E17CD,0x01B957,1.017,safe
0x05A034,0x05F994,3.1581,safe
0x0C05DE,0x06A47F,1.7328,safe
0x01B3DC,0x0AC82A,0.8717,safe
0x08FCB6,0x0B6517,1.4494,safe
0x05D71A,0x03D7BB,4.1798,safe
0x0F0003,0x0DE372,1.0693,safe
0x08F7F2,0x0133F2,3.1581,safe
0x091C1C,0x0F2458,0.7085,safe
0x04EABC,0x070BF6,2.2905,safe
0x040409,0x05AC33,0.701,safe
0x08024A,0x0D66D0,2.6921,safe
0x071934,0x0E12BB,2.4947,safe
0x0D800A,0x09012E,3.7474,safe
0x01E655,0x0E787C,1.1285,safe
0x040BCF,0x036F12,4.0292,safe
0x037378,0x0AB2F4,3.7536,safe
0x0AC0B3,0x029409,0.5313,safe
0x0501B6,0x0DD355,3.0207,safe
0x091C92,0x028444,1.0015,safe
0x0843AC,0x0D50A6,1.6097,safe
0x04B33B,0x0CA2A7,3.9178,safe
0x032FFD,0x089429,0.4727,safe
0x05D1B2,0x0E4DAE,4.7817,safe
0x069B2E,0x02D267,2.1824,safe
0x099733,0x08CCA4,2.3205,safe
0x0DCEDF,0x0A4C8D,1.7122,safe
0x078541,0x049868,0.3004,safe
0x099761,0x0AF406,1.0966,safe
0x09CAB1,0x01C996,1.3398,safe
0x052F14,0x07CB64,1.6071,safe
0x0C50B9,0x05A4A9,3.6629,safe
0x0C76BC,0x020B61,3.589,safe
0x06FFD7,0x00BC2B,0.1819,safe
0x0E7CED,0x038BE1,1.5385,safe
0x0886EF,0x0EFCDA,3.9373,safe
0x0B5EEB,0x059527,0.8063,safe
0x006CF3,0x0A52DB,3.4461,safe
0x0DDBE4,0x02EE0E,1.0626,safe
0x0D030E,0x073E84,0.1784,safe
0x0663C2,0x0341D5,1.944,safe
0x08CBC5,0x09D990,2.6565,safe
0x06D31B,0x096C53,1.8608,safe
0x04E7D0,0x0A8DF7,3.2793,safe
0x0ED9D9,0x09DA61,3.1752,safe
0x0704A4,0x047AF8,4.5593,safe
0x0E01B5,0x0B4B2F,4.432,safe
0x03BD46,0x065952,2.5244,safe
0x09C1E6,0x03C374,0.1335,safe
0x05A242,0x035410,1.0472,safe
0x0F0462,0x0133BD,4.0497,safe
0x016D4E,0x0C8BB7,3.524,safe
0x0DA3D8,0x0691F4,1.9565,safe
0x0CABAB,0x026018,4.8522,safe
0x015644,0x02602F,1.0154,safe
0x0AFD51,0x0DAD73,4.1359,safe
0x0C0E59,0x0AC2A7,4.9778,safe
0x05F800,0x0B02B2,4.6604,safe
0x0D9392,0x0BBD13,4.4301,safe
0x04FC69,0x05C19E,2.4077,safe
0x0C8FD7,0x05BD15,0.3183,safe
0x0A4A36,0x00087F,0.9673,safe
0x07DF11,0x0A46B3,3.6387,safe
0x0D9CFA,0x0B399D,3.982,safe
0x09A187,0x03577D,1.4435,safe
0x00E591,0x099ADA,2.3264,safe
0x08718D,0x0CA957,1.0227,safe
0x09EB19,0x0BFFD5,4.0068,safe
0x0770CF,0x0CA4FD,2.316,safe
0x030AE0,0x0345D0,4.9303,safe
0x02A8A7,0x0D5450,0.6604,safe
0x025FF8,0x0EA399,4.7879,safe
0x059A9D,0x0B4B67,0.5176,safe
0x0DDFE1,0x0489F3,0.7885,safe
0x03A018,0x00B90C,4.2684,safe
0x03CE32,0x0BA98D,3.4935,safe
0x00DEDA,0x0ED016,2.9565,safe
0x0D88FB,0x04F9AD,3.7129,safe
0x0C24A9,0x0A60FC,2.5417,safe
0x0477B5,0x029104,4.1258,safe
0x0370E8,0x012230,0.4189,safe
0x00B1FF,0x030888,0.2516,safe
0x02BEAD,0x06468A,1.1423,safe
0x0546B1,0x0AEE75,1.1256,safe
0x0EEAD3,0x0832D0,1.8136,safe
0x0EBE8C,0x09C56C,4.7033,safe
0x0D7014,0x020D11,1.021,safe
0x0EF2E0,0x041743,3.3738,safe
0x064C5A,0x0072AC,1.9763,safe
0x037EDB,0x0ADE19,2.468,safe
0x0CDF07,0x0CB2EA,2.6613,safe
0x0F221E,0x00C62F,3.1343,safe
0x06D3E5,0x08EADC,4.4818,safe
0x0F29D4,0x02CC72,4.281,safe
0x02DA98,0x027291,3.6214,safe
0x0272D0,0x05E6BE,2.0819,safe
0x0BA667,0x0E1522,0.6418,safe
0x00EF24,0x07AD10,0.7049,safe
0x06EA41,0x07CC13,3.0666,safe
0x0B0CAB,0x065BD5,4.852,safe
0x0D4C89,0x0BAD77,0.6207,safe
0x0D9C3D,0x0C475F,3.4701,safe
0x0E1634,0x02B6C2,3.9833,safe
0x0B14F6,0x00B360,2.6313,safe
0x090A03,0x0D02D8,1.0879,safe
0x07C4CC,0x034026,3.2583,safe
0x04B897,0x02AEDF,4.2254,safe
0x070CAF,0x0BED52,3.8414,safe
0x05DEC7,0x0464A8,3.0319,safe
0x081608,0x01EB47,4.6051,safe
0x029F0D,0x02DC1F,0.795,safe
0x083AB3,0x096FCE,4.9833,safe
0x067777,0x04EFD0,3.9875,safe
0x027A60,0x0BB3ED,3.424,safe
0x0814AE,0x084759,2.7779,safe
0x011B5C,0x035336,3.0965,safe
0x0BA906,0x07E737,3.9876,safe
0x0A69E7,0x000E80,3.8877,safe
0x0F1DFE,0x0505C1,4.4986,safe
0x0A3CFA,0x0E1233,2.3947,safe
0x09C0B0,0x0C7D60,2.6575,safe
0x02E065,0x07F679,0.3323,safe
0x08EBEC,0x0E731C,0.5302,safe
0x0419E5,0x08EDA8,4.3205,safe
0x00E43A,0x039347,2.4528,safe
0x0DE624,0x0E7CED,1.3805,safe
0x079BC8,0x054E6D,2.2984,safe
0x0D057C,0x0C2A27,4.0208,safe
0x024789,0x06B22A,4.9433,safe
0x0BB2C8,0x0BD86F,3.4139,safe
0x02A01F,0x0E36CC,2.3611,safe
0x04DD8F,0x03927F,3.7123,safe
0x09D513,0x06C1C6,0.293,safe
0x0B89D3,0x0E9958,1.0461,safe
0x00B659,0x0DDF37,0.4883,safe
0x0DAC01,0x07EE63,4.1895,safe
0x0A1188,0x0DA1B1,0.7974,safe
0x031BF1,0x01594F,4.4488,safe
0x0D88F0,0x0E70D9,1.6004,safe
0x07AC56,0x0F0E3E,1.3386,safe
0x0A6A04,0x095375,4.6729,safe
0x024744,0x0C9A43,0.9175,safe
0x0B80D6,0x01E99C,2.1095,safe
0x0F029E,0x05F890,4.0324,safe
0x052760,0x0283CC,0.942,safe
0x0C186D,0x013D68,0.9108,safe
0x0C0F56,0x04D154,2.7061,safe
0x03EFE4,0x096AEB,4.5181,safe
0x0BFB0B,0x0E1DA9,0.782,safe
0x03F0B0,0x0F03C0,2.1289,safe
0x0AD6FF,0x05F212,0.9634,safe
0x0C125A,0x09D04B,1.5748,safe
0x04D9DA,0x070364,2.452,safe
0x016B81,0x0BF504,1.1323,safe
0x0D8D44,0x089B55,1.8785,safe
0x040EEF,0x0ABE96,2.8636,safe
0x05FB9F,0x07244C,2.6231,safe
0x02EFA1,0x01C5C0,3.5677,safe
0x07905D,0x0D2893,2.9287,safe
0x03B32C,0x06B99F,3.6086,safe
0x07C6AA,0x0311BB,3.0132,safe
0x006812,0x06E5AB,4.8946,safe
0x0D054F,0x0C222E,2.6043,safe
0x02734F,0x01129C,2.0257,safe
